make,model,gen_start,gen_end,trim,tier,tier_name,top_engine,audio_brand,expected_parts,notes,cult
Jeep,Grand Cherokee,2005,2010,Laredo,2,mid,3.7L V6,,"Power seats, basic electronics",Volume trim,
Jeep,Grand Cherokee,2005,2010,Limited,3,premium,5.7L HEMI,Infinity,"Infinity amp, HEMI ECM, heated seats, nav, park assist, power liftgate",,
Jeep,Grand Cherokee,2005,2010,Overland,3,premium,5.7L HEMI,Infinity,"Infinity amp, HEMI ECM, heated/cooled seats, air suspension, nav",,
Jeep,Grand Cherokee,2005,2010,SRT8,4,performance,6.1L HEMI,Infinity,"Infinity amp, SRT ECM, Brembo brakes, adaptive suspension",,
Jeep,Grand Cherokee,2011,2021,Laredo,2,mid,3.6L V6,,"Uconnect, power seats",Volume trim. Most common at yards.,
Jeep,Grand Cherokee,2011,2021,Limited,3,premium,5.7L HEMI,Alpine,"Alpine amp, HEMI ECM, heated/cooled seats, nav, park assist, power liftgate, blind spot",,
Jeep,Grand Cherokee,2011,2021,Overland,3,premium,5.7L HEMI,Harman Kardon,"Harman Kardon amp, HEMI ECM, heated/cooled seats, air suspension, Quadra-Drive II, 360 camera, adaptive cruise",,
Jeep,Grand Cherokee,2011,2021,Summit,3,premium,5.7L HEMI,Harman Kardon,"Harman Kardon amp, HEMI ECM, heated/cooled seats, air suspension, adaptive cruise, 360 camera, head-up display (late)",,
Jeep,Grand Cherokee,2011,2021,Trailhawk,2,mid,3.6L V6,,"Off-road suspension, skid plates, Quadra-Drive II, hill descent","Off-road, not luxury",
Jeep,Grand Cherokee,2011,2021,SRT,4,performance,6.4L HEMI,Harman Kardon,"Harman Kardon amp, 392 ECM, Brembo brakes, adaptive suspension, launch control",,
Jeep,Grand Cherokee,2011,2021,Trackhawk,4,performance,6.2L Supercharged HEMI,Harman Kardon,"Harman Kardon amp, supercharged ECM, Brembo brakes, adaptive suspension, launch control, unique transfer case",707hp. Most valuable GC parts.,
Jeep,Grand Cherokee,2022,2025,Laredo,2,mid,3.6L V6,,"Uconnect 5, power seats",,
Jeep,Grand Cherokee,2022,2025,Limited,3,premium,5.7L HEMI,Alpine,"Alpine amp, heated/cooled seats, 10.1in Uconnect, park assist, wireless charging",HEMI dropped 2024,
Jeep,Grand Cherokee,2022,2025,Overland,3,premium,5.7L HEMI,McIntosh,"McIntosh amp (19-speaker), heated/cooled seats, air suspension, adaptive cruise, 360 camera",McIntosh audio is new for WL,
Jeep,Grand Cherokee,2022,2025,Summit,3,premium,5.7L HEMI,McIntosh,"McIntosh amp, heated/cooled seats, air suspension, adaptive cruise, 360 camera, head-up display, night vision",,
Jeep,Grand Cherokee,2022,2025,Trailhawk,2,mid,5.7L HEMI,,"Off-road suspension, skid plates, Quadra-Drive II, sway bar disconnect",,
Jeep,Grand Cherokee,2022,2025,4xe,3,premium,2.0L Turbo + Electric,Alpine,"Alpine amp, PHEV-specific modules, battery management, heated seats",Plug-in hybrid. Different module set.,
Jeep,Wrangler,2007,2018,Sport,1,base,3.6L V6,,,Base wrangler. 3.8L pre-2012.,
Jeep,Wrangler,2007,2018,Sport S,2,mid,3.6L V6,,"Power windows/locks, A/C",2016+,
Jeep,Wrangler,2007,2018,Sahara,2,mid,3.6L V6,Alpine,"Alpine amp possible, nav, body-color fenders, heated seats possible",,
Jeep,Wrangler,2007,2018,Rubicon,3,premium,3.6L V6,Alpine,"Alpine amp possible, Dana 44 axles, electronic lockers, disconnecting sway bar, rock rails",Off-road premium. Lockers and axles are $$.,
Jeep,Wrangler,2018,2025,Sport,1,base,3.6L V6,,,,
Jeep,Wrangler,2018,2025,Sport S,2,mid,3.6L V6,,"Power windows/locks, Uconnect 7in",,
Jeep,Wrangler,2018,2025,Sahara,2,mid,3.6L V6,Alpine,"Alpine amp, nav, heated seats, LED headlights, body-color top",,
Jeep,Wrangler,2018,2025,Rubicon,3,premium,3.6L V6,Alpine,"Alpine amp, Dana 44 axles, electronic lockers, disconnecting sway bar, rock rails, 12.3in Uconnect (2024+)",,
Jeep,Wrangler,2018,2025,Rubicon 392,4,performance,6.4L HEMI,Alpine,"Alpine amp, 392 ECM, Dana 44 axles, electronic lockers, Fox shocks, half doors, 470hp HEMI in a Wrangler",2021-2024. HEMI Wrangler. Rare.,
Jeep,Wrangler,2018,2025,4xe,2,mid,2.0L Turbo + Electric,Alpine,"Alpine amp possible, PHEV-specific modules, battery management",Plug-in hybrid,
Jeep,Cherokee,2014,2023,Sport,1,base,2.4L I4,,,,
Jeep,Cherokee,2014,2023,Latitude,2,mid,3.2L V6,,"Uconnect, power seats, heated seats possible",,
Jeep,Cherokee,2014,2023,Limited,3,premium,3.2L V6,Alpine,"Alpine amp, heated/cooled seats, nav, park assist, power liftgate, blind spot",,
Jeep,Cherokee,2014,2023,Trailhawk,2,mid,3.2L V6,,"Off-road suspension, skid plates, locking diff, red tow hooks",,
Jeep,Cherokee,2014,2023,Overland,3,premium,3.2L V6,Alpine,"Alpine amp, heated/cooled seats, ventilated seats, nav, premium leather",,
Chrysler,300,2005,2010,Touring,2,mid,3.5L V6,,"Power seats, basic electronics",,
Chrysler,300,2005,2010,Limited,3,premium,3.5L V6,Infinity,"Infinity amp, heated seats, nav",,
Chrysler,300,2005,2010,300C,3,premium,5.7L HEMI,Infinity,"Infinity amp, HEMI ECM, heated seats, nav, premium leather",HEMI is the money engine,
Chrysler,300,2005,2010,SRT-8,4,performance,6.1L HEMI,Kicker,"Kicker amp, SRT ECM, Brembo brakes, adaptive suspension",,
Chrysler,300,2011,2023,Touring,2,mid,3.6L V6,,"Uconnect, power seats",,
Chrysler,300,2011,2023,Limited,3,premium,3.6L V6,Alpine,"Alpine amp, heated seats, nav, 8.4in Uconnect",,
Chrysler,300,2011,2023,300C,3,premium,5.7L HEMI,Harman Kardon,"Harman Kardon amp, HEMI ECM, heated/cooled seats, nav, adaptive cruise",,
Chrysler,300,2011,2023,300S,2,mid,3.6L V6,Alpine,"Alpine amp, sport appearance, blacked out trim",Appearance + Alpine,
Chrysler,300,2011,2023,SRT-8,4,performance,6.4L HEMI,Harman Kardon,"Harman Kardon amp, 392 ECM, Brembo brakes, adaptive suspension, launch control",2012-2014,
Chrysler,Pacifica,2017,2025,Touring,1,base,3.6L V6,,,,
Chrysler,Pacifica,2017,2025,Touring L,2,mid,3.6L V6,,"Power sliding doors, Uconnect, rear camera",,
Chrysler,Pacifica,2017,2025,Limited,3,premium,3.6L V6,Harman Kardon,"Harman Kardon amp, heated/cooled seats, nav, power liftgate, 360 camera, rear entertainment",,
Chrysler,Pacifica,2017,2025,Pinnacle,3,premium,3.6L V6,Harman Kardon,"Harman Kardon amp, heated/cooled seats, premium quilted leather, rear entertainment, 360 camera",2021+,
Chrysler,Pacifica,2017,2025,Hybrid,3,premium,3.6L V6 + Electric,Harman Kardon,"Harman Kardon amp possible, PHEV modules, battery management, regen braking module",Plug-in hybrid,
Toyota,Camry,2007,2011,LE,1,base,2.5L I4,,,,
Toyota,Camry,2007,2011,SE,2,mid,2.5L I4,,"Sport suspension, sport seats",,
Toyota,Camry,2007,2011,XLE,3,premium,3.5L V6,JBL,"JBL amp, heated seats, nav, moonroof, power seats",V6 XLE is the premium combo,
Toyota,Camry,2012,2017,L,1,base,2.5L I4,,,,
Toyota,Camry,2012,2017,LE,1,base,2.5L I4,,,,
Toyota,Camry,2012,2017,SE,2,mid,2.5L I4,,"Sport suspension, sport seats, paddle shifters",,
Toyota,Camry,2012,2017,XLE,3,premium,3.5L V6,JBL,"JBL amp, heated seats, nav, moonroof, blind spot, rear cross traffic",,
Toyota,Camry,2012,2017,XSE,3,premium,3.5L V6,JBL,"JBL amp, sport suspension, nav, moonroof, blind spot",2015+,
Toyota,Camry,2018,2024,L,1,base,2.5L I4,,,,
Toyota,Camry,2018,2024,LE,1,base,2.5L I4,,,,
Toyota,Camry,2018,2024,SE,2,mid,2.5L I4,,"Sport suspension, paddle shifters",,
Toyota,Camry,2018,2024,XLE,3,premium,2.5L I4,JBL,"JBL amp, heated seats, nav, moonroof, blind spot, rear cross traffic, head-up display",V6 dropped late in gen,
Toyota,Camry,2018,2024,XSE,3,premium,3.5L V6,JBL,"JBL amp, sport suspension, nav, moonroof, blind spot, head-up display",V6 XSE is the hot one,
Toyota,Camry,2018,2024,TRD,2,mid,3.5L V6,,"TRD suspension, sport exhaust, cat-back, TRD brakes",2020+. No JBL typically.,
Toyota,RAV4,2013,2018,LE,1,base,2.5L I4,,,,
Toyota,RAV4,2013,2018,XLE,2,mid,2.5L I4,,"Power liftgate, moonroof possible, Entune",,
Toyota,RAV4,2013,2018,Limited,3,premium,2.5L I4,JBL,"JBL amp, heated seats, nav, moonroof, blind spot, rear cross traffic, power liftgate",,
Toyota,RAV4,2019,2025,LE,1,base,2.5L I4,,,,
Toyota,RAV4,2019,2025,XLE,2,mid,2.5L I4,,"Power liftgate, moonroof possible",,
Toyota,RAV4,2019,2025,XLE Premium,2,mid,2.5L I4,,"SofTex seats, power liftgate, blind spot",,
Toyota,RAV4,2019,2025,Adventure,2,mid,2.5L I4,,"Multi-terrain select, roof rails, all-weather mats",,
Toyota,RAV4,2019,2025,TRD Off-Road,2,mid,2.5L I4,,"TRD suspension, multi-terrain select",,
Toyota,RAV4,2019,2025,Limited,3,premium,2.5L I4,JBL,"JBL amp, heated/ventilated seats, nav, 360 camera, digital rearview mirror, head-up display, adaptive cruise",,
Toyota,RAV4,2019,2025,Prime,3,premium,2.5L I4 + Electric,JBL,"JBL amp possible, PHEV modules, battery management, 302hp combined",Plug-in hybrid. Fastest RAV4.,
Toyota,Highlander,2014,2019,LE,1,base,2.7L I4,,,,
Toyota,Highlander,2014,2019,LE Plus,2,mid,3.5L V6,,"Power liftgate, alloy wheels",,
Toyota,Highlander,2014,2019,XLE,2,mid,3.5L V6,,"Moonroof, Entune, heated seats",,
Toyota,Highlander,2014,2019,Limited,3,premium,3.5L V6,JBL,"JBL amp, heated/ventilated seats, nav, panoramic moonroof, blind spot, park assist",,
Toyota,Highlander,2014,2019,Limited Platinum,3,premium,3.5L V6,JBL,"JBL amp, heated/ventilated seats, panoramic moonroof, 360 camera, rear entertainment",2017+,
Toyota,Tacoma,2016,2023,SR,1,base,2.7L I4,,,,
Toyota,Tacoma,2016,2023,SR5,2,mid,3.5L V6,,"Entune, rear camera",,
Toyota,Tacoma,2016,2023,TRD Sport,2,mid,3.5L V6,,"Sport suspension, hood scoop, JBL possible",,
Toyota,Tacoma,2016,2023,TRD Off-Road,2,mid,3.5L V6,JBL,"JBL amp possible, crawl control, multi-terrain select, locking rear diff",,
Toyota,Tacoma,2016,2023,Limited,3,premium,3.5L V6,JBL,"JBL amp, heated seats, nav, leather, blind spot, premium cluster",,
Toyota,Tacoma,2016,2023,TRD Pro,3,premium,3.5L V6,JBL,"JBL amp, Fox shocks, TRD skid plate, TRD exhaust, crawl control, multi-terrain select",Off-road flagship,
Toyota,Tundra,2007,2021,SR,1,base,4.6L V8,,,,
Toyota,Tundra,2007,2021,SR5,2,mid,5.7L V8,,"Power seats, Entune",,
Toyota,Tundra,2007,2021,Limited,3,premium,5.7L V8,JBL,"JBL amp, heated/cooled seats, nav, moonroof, blind spot",,
Toyota,Tundra,2007,2021,Platinum,3,premium,5.7L V8,JBL,"JBL amp, heated/cooled seats, nav, moonroof, adaptive cruise (late), 360 camera (late)",,
Toyota,Tundra,2007,2021,1794 Edition,3,premium,5.7L V8,JBL,"JBL amp, premium leather, heated/cooled seats, nav",2014+. Named after the ranch.,
Toyota,Tundra,2007,2021,TRD Pro,3,premium,5.7L V8,JBL,"JBL amp, Fox shocks, TRD skid plate, TRD exhaust, unique ECM tune possible",2015+,
Honda,Civic,2006,2011,DX,1,base,1.8L I4,,,,
Honda,Civic,2006,2011,LX,1,base,1.8L I4,,,,
Honda,Civic,2006,2011,EX,2,mid,1.8L I4,,"Moonroof, alloy wheels",,
Honda,Civic,2006,2011,EX-L,3,premium,1.8L I4,,"Heated leather seats, moonroof, nav possible",,
Honda,Civic,2006,2011,Si,4,performance,2.0L I4,,"Si ECM, LSD, sport suspension, sport exhaust",197hp K20,
Honda,Civic,2016,2021,LX,1,base,2.0L I4,,,,
Honda,Civic,2016,2021,EX,2,mid,1.5L Turbo,,"Honda Sensing, moonroof, Apple CarPlay",,
Honda,Civic,2016,2021,EX-L,3,premium,1.5L Turbo,,"Heated leather seats, moonroof, Honda Sensing, power seats",,
Honda,Civic,2016,2021,Touring,3,premium,1.5L Turbo,,"Heated leather seats, nav, LED headlights, rain-sensing wipers, Honda Sensing",,
Honda,Civic,2016,2021,Si,4,performance,1.5L Turbo (205hp),,"Si ECM, LSD, sport suspension, adaptive dampers (2020+), sport exhaust",,
Honda,Civic,2016,2021,Type R,4,performance,2.0L Turbo (306hp),,"Type R ECM, LSD, Brembo brakes, adaptive dampers, triple exhaust, aero kit",FK8. Very valuable.,
Honda,Accord,2013,2017,LX,1,base,2.4L I4,,,,
Honda,Accord,2013,2017,Sport,2,mid,2.4L I4,,"Sport suspension, 19in wheels, paddle shifters",,
Honda,Accord,2013,2017,EX,2,mid,2.4L I4,,"Honda Sensing, moonroof, heated seats",,
Honda,Accord,2013,2017,EX-L,3,premium,3.5L V6,,"Heated leather seats, moonroof, power seats, Honda Sensing",V6 is premium,
Honda,Accord,2013,2017,Touring,3,premium,3.5L V6,,"Heated/ventilated seats, nav, LED headlights, adaptive cruise, lane keep, rain-sensing wipers",,
Honda,Accord,2018,2025,LX,1,base,1.5L Turbo,,,,
Honda,Accord,2018,2025,Sport,2,mid,1.5L Turbo,,"Sport suspension, 19in wheels, Honda Sensing",,
Honda,Accord,2018,2025,EX-L,3,premium,1.5L Turbo,,"Heated leather seats, moonroof, power seats, Honda Sensing",,
Honda,Accord,2018,2025,Touring,3,premium,2.0L Turbo,,"Heated/ventilated seats, nav, head-up display, wireless charging, adaptive dampers, Honda Sensing",2.0T is money engine. Dropped 2023 for hybrid.,
Honda,Accord,2018,2025,Sport Hybrid,2,mid,2.0L Hybrid,,"Hybrid modules, Honda Sensing, sport appearance",2023+,
Honda,Accord,2018,2025,Touring Hybrid,3,premium,2.0L Hybrid,,"Hybrid modules, heated/ventilated seats, head-up display, Bose amp (11th gen), wireless charging, Google Built-in",2023+,
Honda,CR-V,2012,2016,LX,1,base,2.4L I4,,,,
Honda,CR-V,2012,2016,EX,2,mid,2.4L I4,,"Moonroof, heated seats, Honda Sensing (2015+)",,
Honda,CR-V,2012,2016,EX-L,3,premium,2.4L I4,,"Heated leather seats, moonroof, nav possible, power liftgate (2015+)",,
Honda,CR-V,2012,2016,Touring,3,premium,2.4L I4,,"Heated leather seats, nav, power liftgate, Honda Sensing, LED headlights",2015+ only,
Honda,CR-V,2017,2024,LX,1,base,1.5L Turbo,,,,
Honda,CR-V,2017,2024,EX,2,mid,1.5L Turbo,,"Moonroof, Honda Sensing, heated seats, power liftgate",,
Honda,CR-V,2017,2024,EX-L,3,premium,1.5L Turbo,,"Heated leather seats, moonroof, power liftgate, power seats",,
Honda,CR-V,2017,2024,Touring,3,premium,1.5L Turbo,,"Heated leather seats, nav, power liftgate, wireless charging, LED headlights, hands-free liftgate",,
Honda,CR-V,2017,2024,Sport Touring Hybrid,3,premium,2.0L Hybrid,,"Hybrid modules, heated leather seats, Bose amp (6th gen), nav, 12-speaker audio, wireless charging",2023+ 6th gen hybrid,
Honda,Pilot,2009,2015,LX,1,base,3.5L V6,,,,
Honda,Pilot,2009,2015,EX,2,mid,3.5L V6,,"Moonroof, power seats",,
Honda,Pilot,2009,2015,EX-L,3,premium,3.5L V6,,"Heated leather seats, moonroof, rear entertainment possible, nav possible",,
Honda,Pilot,2009,2015,Touring,3,premium,3.5L V6,,"Heated leather seats, nav, rear entertainment, power liftgate, blind spot",,
Honda,Pilot,2016,2025,LX,1,base,3.5L V6,,,,
Honda,Pilot,2016,2025,EX,2,mid,3.5L V6,,"Honda Sensing, moonroof, power liftgate, heated seats",,
Honda,Pilot,2016,2025,EX-L,3,premium,3.5L V6,,"Heated leather seats, moonroof, power liftgate, power seats, Honda Sensing",,
Honda,Pilot,2016,2025,Touring,3,premium,3.5L V6,,"Heated/ventilated seats, nav, rear entertainment, hands-free liftgate, wireless charging",,
Honda,Pilot,2016,2025,Elite,3,premium,3.5L V6,,"Heated/ventilated seats, panoramic moonroof, rear entertainment, wireless charging, Bose amp (4th gen)",,
Honda,Pilot,2016,2025,TrailSport,2,mid,3.5L V6,,"Off-road suspension, all-terrain tires, steel skid plates, trail mode",2023+,
Honda,Pilot,2016,2025,Black Edition,3,premium,3.5L V6,,"All Elite features plus blacked out trim, red ambient lighting",2017-2022,
Nissan,Altima,2013,2018,S,1,base,2.5L I4,,,,
Nissan,Altima,2013,2018,SV,2,mid,2.5L I4,,"Power seats, Bluetooth, rear camera",,
Nissan,Altima,2013,2018,SL,3,premium,3.5L V6,Bose,"Bose amp, heated leather seats, moonroof, nav, blind spot",,
Nissan,Altima,2013,2018,SR,2,mid,2.5L I4,,"Sport suspension, paddle shifters, sport seats",,
Nissan,Altima,2019,2025,S,1,base,2.5L I4,,,,
Nissan,Altima,2019,2025,SV,2,mid,2.5L I4,,"ProPILOT Assist possible, heated seats, rear camera",,
Nissan,Altima,2019,2025,SL,3,premium,2.5L I4,Bose,"Bose amp, heated leather seats, moonroof, ProPILOT Assist, blind spot, 360 camera",,
Nissan,Altima,2019,2025,SR,2,mid,2.5L I4,,"Sport suspension, paddle shifters, sport seats, ProPILOT possible",,
Nissan,Altima,2019,2025,Platinum,3,premium,2.5L I4,Bose,"Bose amp, heated/cooled leather seats, ProPILOT Assist, 360 camera, rain-sensing wipers",2019-2020 had optional 2.0L turbo,
Nissan,Rogue,2014,2020,S,1,base,2.5L I4,,,,
Nissan,Rogue,2014,2020,SV,2,mid,2.5L I4,,"Power liftgate, heated seats, ProPILOT possible",,
Nissan,Rogue,2014,2020,SL,3,premium,2.5L I4,Bose,"Bose amp, heated leather seats, nav, 360 camera, power liftgate, ProPILOT",,
Nissan,Rogue,2014,2020,SL Platinum,3,premium,2.5L I4,Bose,"Bose amp, heated/cooled seats, ProPILOT, 360 camera, LED headlights",2018+,
Nissan,Pathfinder,2013,2020,S,1,base,3.5L V6,,,,
Nissan,Pathfinder,2013,2020,SV,2,mid,3.5L V6,,"Power liftgate, heated seats, rear camera",,
Nissan,Pathfinder,2013,2020,SL,3,premium,3.5L V6,Bose,"Bose amp, heated leather seats, nav, power liftgate, 360 camera",,
Nissan,Pathfinder,2013,2020,Platinum,3,premium,3.5L V6,Bose,"Bose amp, heated/cooled seats, rear entertainment, adaptive cruise, 360 camera",,
Nissan,Maxima,2016,2023,S,1,base,3.5L V6,,,,
Nissan,Maxima,2016,2023,SV,2,mid,3.5L V6,,"Power seats, heated seats, NissanConnect",,
Nissan,Maxima,2016,2023,SL,3,premium,3.5L V6,Bose,"Bose amp, heated/cooled leather, moonroof, nav, blind spot",,
Nissan,Maxima,2016,2023,SR,2,mid,3.5L V6,,"Sport suspension, sport seats, paddle shifters",,
Nissan,Maxima,2016,2023,Platinum,3,premium,3.5L V6,Bose,"Bose amp, heated/cooled seats, adaptive cruise, rain-sensing wipers, around view monitor",,
Hyundai,Sonata,2015,2019,SE,1,base,2.4L I4,,,,
Hyundai,Sonata,2015,2019,Sport,2,mid,2.0L Turbo,,"Sport suspension, larger wheels, turbo ECM",,
Hyundai,Sonata,2015,2019,Limited,3,premium,2.0L Turbo,Infinity,"Infinity amp, heated/cooled seats, nav, panoramic moonroof, blind spot, adaptive cruise",,
Hyundai,Sonata,2020,2025,SE,1,base,2.5L I4,,,,
Hyundai,Sonata,2020,2025,SEL,2,mid,2.5L I4,,"Heated seats, blind spot, rear camera",,
Hyundai,Sonata,2020,2025,SEL Plus,2,mid,1.6L Turbo,,"Moonroof, heated seats, Bose possible",,
Hyundai,Sonata,2020,2025,Limited,3,premium,1.6L Turbo,Bose,"Bose amp, heated/ventilated seats, panoramic moonroof, head-up display, 360 camera, adaptive cruise, digital key",,
Hyundai,Sonata,2020,2025,N Line,4,performance,2.5L Turbo,Bose,"Bose amp, N-specific ECM, sport suspension, sport exhaust, N drive modes, launch control",290hp,
Hyundai,Tucson,2022,2025,SE,1,base,2.5L I4,,,,
Hyundai,Tucson,2022,2025,SEL,2,mid,2.5L I4,,"Heated seats, blind spot, rear camera",,
Hyundai,Tucson,2022,2025,N Line,2,mid,2.5L Turbo,,"N Line ECM, sport suspension, 19in wheels",,
Hyundai,Tucson,2022,2025,Limited,3,premium,2.5L I4,Bose,"Bose amp, heated/ventilated seats, panoramic moonroof, 360 camera, digital key, head-up display",,
Hyundai,Tucson,2022,2025,Hybrid,2,mid,1.6L Turbo Hybrid,,"Hybrid modules, heated seats",,
Hyundai,Tucson,2022,2025,PHEV,3,premium,1.6L Turbo PHEV,Bose,"Bose amp possible, PHEV modules, battery management",,
Kia,Optima,2011,2015,LX,1,base,2.4L I4,,,,
Kia,Optima,2011,2015,EX,2,mid,2.4L I4,,"Heated seats, power seats, Uvo",,
Kia,Optima,2011,2015,SX,3,premium,2.0L Turbo,Infinity,"Infinity amp, heated/cooled seats, nav, panoramic moonroof, blind spot",,
Kia,Optima,2016,2020,LX,1,base,2.4L I4,,,,
Kia,Optima,2016,2020,EX,2,mid,2.4L I4,,"Heated seats, power seats",,
Kia,Optima,2016,2020,SX,3,premium,2.0L Turbo,Harman Kardon,"Harman Kardon amp, heated/cooled seats, nav, panoramic moonroof, blind spot, adaptive cruise",,
Kia,K5,2021,2025,LX,1,base,1.6L Turbo,,,,
Kia,K5,2021,2025,GT-Line,2,mid,1.6L Turbo,,"Sport appearance, heated seats",,
Kia,K5,2021,2025,EX,2,mid,1.6L Turbo,,"Heated seats, power seats, blind spot",,
Kia,K5,2021,2025,GT,4,performance,2.5L Turbo,Bose,"Bose amp, GT ECM, sport suspension, launch control, sport exhaust, 290hp",,
Kia,Telluride,2020,2025,LX,1,base,3.8L V6,,,,
Kia,Telluride,2020,2025,S,2,mid,3.8L V6,,"Heated seats, blind spot, rear camera",,
Kia,Telluride,2020,2025,EX,2,mid,3.8L V6,,"Heated/ventilated seats, sunroof, power liftgate",,
Kia,Telluride,2020,2025,SX,3,premium,3.8L V6,Harman Kardon,"Harman Kardon amp, heated/ventilated seats, nav, head-up display, 360 camera, Nappa leather, rear entertainment",,
Kia,Telluride,2020,2025,SX Prestige,3,premium,3.8L V6,Harman Kardon,"Harman Kardon amp, heated/ventilated seats, 360 camera, blind spot with rear collision avoidance, self-parking",,
Kia,Telluride,2020,2025,X-Pro,2,mid,3.8L V6,,"Off-road suspension, all-terrain tires, BFGoodrich, skid plates",2023+,
Kia,Sorento,2016,2020,L,1,base,2.4L I4,,,,
Kia,Sorento,2016,2020,LX,2,mid,3.3L V6,,"Power seats, rear camera",,
Kia,Sorento,2016,2020,EX,2,mid,3.3L V6,,"Heated seats, power liftgate, blind spot",,
Kia,Sorento,2016,2020,SX,3,premium,3.3L V6,Infinity,"Infinity amp, heated/ventilated seats, nav, panoramic moonroof, 360 camera, power liftgate",,
Kia,Sorento,2021,2025,LX,1,base,2.5L I4,,,,
Kia,Sorento,2021,2025,EX,2,mid,2.5L Turbo,,"Heated seats, power liftgate, blind spot",,
Kia,Sorento,2021,2025,SX,3,premium,2.5L Turbo,Bose,"Bose amp, heated/ventilated seats, panoramic moonroof, head-up display, 360 camera, Nappa leather",,
Kia,Sorento,2021,2025,SX Prestige,3,premium,2.5L Turbo,Bose,"Bose amp, heated/ventilated seats, 360 camera, rear entertainment, self-parking",,
Kia,Sorento,2021,2025,PHEV,3,premium,1.6L Turbo PHEV,Bose,"Bose amp possible, PHEV modules, battery management",,
BMW,3 Series,2006,2011,328i,2,mid,3.0L I6,,"Power seats, iDrive",N52 engine,
BMW,3 Series,2006,2011,335i,3,premium,3.0L Twin-Turbo I6,Harman Kardon,"Harman Kardon amp, twin-turbo ECM, sport seats, nav, heads-up display possible",N54/N55 engine. Turbo = premium.,
BMW,3 Series,2006,2011,M3,4,performance,4.0L V8,Harman Kardon,"Harman Kardon amp, S65 V8 ECM, M differential, M suspension, Brembo brakes, carbon fiber roof (coupe)",S65 V8. Very valuable.,
BMW,3 Series,2012,2018,320i,1,base,2.0L Turbo I4,,,Entry BMW. Detuned N20.,
BMW,3 Series,2012,2018,328i,2,mid,2.0L Turbo I4,,"Power seats, iDrive",N20 engine. Renamed 330i in 2017.,
BMW,3 Series,2012,2018,340i,3,premium,3.0L Turbo I6,Harman Kardon,"Harman Kardon amp, B58 ECM, sport seats, nav, heads-up display possible",B58 engine. 2016+,
BMW,3 Series,2012,2018,M3,4,performance,3.0L Twin-Turbo I6,Harman Kardon,"Harman Kardon amp, S55 ECM, M differential, adaptive M suspension, carbon fiber roof, Brembo brakes",S55 engine. 425hp.,
BMW,3 Series,2019,2025,330i,2,mid,2.0L Turbo I4,,"Live Cockpit, power seats",,
BMW,3 Series,2019,2025,330e,2,mid,2.0L Turbo + Electric,,"PHEV modules, battery management, Live Cockpit",Plug-in hybrid,
BMW,3 Series,2019,2025,M340i,3,premium,3.0L Turbo I6,Harman Kardon,"Harman Kardon amp, B58 ECM, M Sport differential, adaptive M suspension, M brakes",,
BMW,3 Series,2019,2025,M3,4,performance,3.0L Twin-Turbo I6,Harman Kardon,"Harman Kardon amp, S58 ECM, M differential, M carbon brakes optional, adaptive M suspension",473-503hp,
BMW,5 Series,2006,2010,528i,2,mid,3.0L I6,,,N52 engine,
BMW,5 Series,2006,2010,535i,3,premium,3.0L Twin-Turbo I6,Harman Kardon,"Harman Kardon amp, N54 ECM, comfort seats, nav",,
BMW,5 Series,2006,2010,550i,3,premium,4.8L V8,Harman Kardon,"Harman Kardon amp, N62 V8 ECM, comfort seats, nav, soft-close doors",,
BMW,5 Series,2006,2010,M5,4,performance,5.0L V10,Harman Kardon,"Harman Kardon amp, S85 V10 ECM, M differential, SMG/6-speed, Brembo brakes",S85 V10. Legendary.,
BMW,5 Series,2011,2016,528i,2,mid,2.0L Turbo I4,,,N20 engine,
BMW,5 Series,2011,2016,535i,3,premium,3.0L Turbo I6,Harman Kardon,"Harman Kardon amp, N55 ECM, comfort seats, nav, heads-up display",,
BMW,5 Series,2011,2016,550i,3,premium,4.4L Twin-Turbo V8,Harman Kardon,"Harman Kardon amp, N63 V8 ECM, comfort seats, nav, soft-close doors",,
BMW,5 Series,2011,2016,M5,4,performance,4.4L Twin-Turbo V8,Bang & Olufsen,"B&O amp, S63 V8 ECM, M differential, adaptive M suspension, carbon fiber roof",560hp,
BMW,X5,2007,2013,xDrive35i,2,mid,3.0L Turbo I6,,"Panoramic moonroof, power seats, iDrive",,
BMW,X5,2007,2013,xDrive50i,3,premium,4.4L Twin-Turbo V8,Harman Kardon,"Harman Kardon amp, V8 ECM, comfort seats, nav, soft-close doors, adaptive air suspension",,
BMW,X5,2007,2013,X5 M,4,performance,4.4L Twin-Turbo V8,Harman Kardon,"Harman Kardon amp, S63 V8 ECM, M differential, adaptive M suspension, Brembo brakes",555hp,
BMW,X5,2014,2018,xDrive35i,2,mid,3.0L Turbo I6,,"Panoramic moonroof, power seats",,
BMW,X5,2014,2018,xDrive50i,3,premium,4.4L Twin-Turbo V8,Harman Kardon,"Harman Kardon amp, V8 ECM, comfort seats, nav, soft-close doors, gesture control (2016+)",,
BMW,X5,2014,2018,X5 M,4,performance,4.4L Twin-Turbo V8,Harman Kardon,"Harman Kardon amp, S63 V8 ECM, M differential, adaptive M suspension",567hp,
BMW,X5,2019,2025,xDrive40i,2,mid,3.0L Turbo I6,,"Live Cockpit Pro, panoramic moonroof",,
